nupdates,serial_timesteps,clipfrac,v_mix_ev,time_elapsed,gamelenmean,gamescoremean,total_timesteps,approxkl,fps,v_ex_ev,entropy
400,819200,0.609375,0.6620415449142456,6214.242997169495,813.72,1486.2934969300002,819200,0.19239825010299683,105,0.6314740777015686,-2.3182592391967773
401,821248,0.546875,0.3420810103416443,6232.02622461319,813.77,1486.4586942899998,821248,0.08174005150794983,115,0.20284020900726318,-2.308983325958252
402,823296,0.46875,0.12427288293838501,6251.436511039734,823.26,1504.1734313199997,823296,0.05943229794502258,105,0.06525170803070068,-2.3244500160217285
403,825344,0.5625,0.6110055446624756,6268.209711313248,814.29,1486.91611844,825344,0.0681246817111969,122,0.5721464157104492,-2.3324618339538574
404,827392,0.375,0.559516429901123,6284.994720220566,804.62,1467.44134655,827392,0.0535934641957283,122,0.529608815908432,-2.3371481895446777
405,829440,0.5,0.7752191573381424,6299.206715345383,791.43,1442.1028184800002,829440,0.059692736715078354,144,0.7756280899047852,-2.3834762573242188
406,831488,0.59375,0.11791658401489258,6313.698463439941,800.04,1459.15531202,831488,0.08138193190097809,141,0.04182010889053345,-2.4028682708740234
407,833536,0.625,0.734957218170166,6327.797289609909,780.99,1423.1612861100002,833536,0.0720503032207489,145,0.7137635946273804,-2.4517297744750977
408,835584,0.5625,0.12705481052398682,6342.7609939575195,800.3,1460.8283992499998,835584,0.061578575521707535,136,0.009478151798248291,-2.4858765602111816
409,837632,0.484375,0.6987564861774445,6357.412538290024,790.89,1443.0130907199998,837632,0.04779838025569916,139,0.6369408369064331,-2.513381004333496
410,839680,0.453125,0.13878488540649414,6372.376856803894,790.89,1444.10782649,839680,0.05992143601179123,136,0.09462594985961914,-2.532144546508789
411,841728,0.46875,0.12379223108291626,6387.037149429321,790.89,1445.1231932499995,841728,0.04946029186248779,139,0.04218494892120361,-2.5240135192871094
412,843776,0.5625,0.17949992418289185,6401.46376824379,800.51,1464.2599422199999,843776,0.08640004694461823,141,0.09575003385543823,-2.5206923484802246
413,845824,0.5,0.7464490234851837,6416.09964132309,798.53,1461.3549036999998,845824,0.07115691900253296,139,0.7285813987255096,-2.487197160720825
414,847872,0.390625,0.7130756378173828,6433.414339065552,800.64,1466.96450532,847872,0.05191132053732872,118,0.7072164714336395,-2.5183868408203125
415,849920,0.515625,0.05426889657974243,6450.989826202393,810.29,1486.8009396500001,849920,0.07675515115261078,116,0.06750887632369995,-2.544921636581421
416,851968,0.484375,0.0905301570892334,6469.363933563232,810.29,1487.7043654,851968,0.04031932353973389,111,0.02888089418411255,-2.5724644660949707
417,854016,0.375,0.08115696907043457,6486.919614076614,810.29,1489.0489012099995,854016,0.044779226183891296,116,0.0014015436172485352,-2.546266555786133
418,856064,0.453125,0.16686540842056274,6504.5389449596405,819.89,1508.41331467,856064,0.06670698523521423,116,0.09093183279037476,-2.56488037109375
419,858112,0.53125,0.25208669900894165,6522.203540086746,824.19,1518.03862394,858112,0.06853381544351578,115,0.2908775806427002,-2.5932273864746094
420,860160,0.5,0.13480794429779053,6536.831358909607,833.84,1536.9142480599999,860160,0.05761478841304779,140,0.09881281852722168,-2.593458652496338
421,862208,0.5,0.12911611795425415,6551.308563232422,843.5,1556.6520611399997,862208,0.0957876443862915,141,0.024985313415527344,-2.6058573722839355
422,864256,0.515625,0.07573163509368896,6566.129652023315,860.74,1590.9357969000002,864256,0.0761643648147583,138,0.000542759895324707,-2.619749069213867
423,866304,0.375,0.06119877099990845,6581.005222558975,870.36,1610.72050195,866304,0.061085641384124756,137,0.00963139533996582,-2.6330361366271973
424,868352,0.359375,0.0721941590309143,6595.553261041641,870.36,1612.39128244,868352,0.03724612295627594,140,0.02256101369857788,-2.6114094257354736
425,870400,0.53125,0.13422423601150513,6609.971429109573,870.36,1613.6669843800003,870400,0.07297760993242264,142,0.020414292812347412,-2.6130456924438477
426,872448,0.484375,0.5855672061443329,6624.207271814346,860.77,1596.1294570799998,872448,0.06361206620931625,143,0.559576541185379,-2.62563419342041
427,874496,0.421875,0.11412769556045532,6638.85941696167,860.77,1597.02063465,874496,0.05464189127087593,139,0.017355501651763916,-2.657909870147705
428,876544,0.421875,0.11170995235443115,6653.3180022239685,870.17,1616.32264233,876544,0.03197072818875313,141,0.03775620460510254,-2.6923398971557617
429,878592,0.53125,0.1727234125137329,6668.897775411606,870.17,1617.75658791,878592,0.05964009836316109,131,0.06077086925506592,-2.6955575942993164
430,880640,0.4375,0.11949276924133301,6685.448399543762,870.17,1619.8184649800003,880640,0.030600178986787796,123,0.04725915193557739,-2.728653907775879
431,882688,0.640625,0.11951571702957153,6700.720129966736,870.17,1621.2306743399997,882688,0.1002759337425232,134,0.10534054040908813,-2.7231688499450684
432,884736,0.390625,0.5092803239822388,6715.853897809982,869.36,1622.7115233099998,884736,0.056662190705537796,135,0.4255434274673462,-2.770373582839966
433,886784,0.453125,0.12215328216552734,6731.841162204742,878.79,1642.74152284,886784,0.040267013013362885,128,0.07352954149246216,-2.7522363662719727
434,888832,0.484375,0.10344171524047852,6748.798448085785,878.79,1644.9526055000001,888832,0.05426312983036041,120,0.04007434844970703,-2.7553529739379883
435,890880,0.546875,0.05900043249130249,6766.63481426239,878.79,1647.0799849199998,890880,0.06816159188747406,114,0.035068511962890625,-2.747096538543701
436,892928,0.65625,0.03920459747314453,6785.585485696793,878.79,1649.9209852899999,892928,0.10933545231819153,108,-0.0055768489837646484,-2.7882771492004395
437,894976,0.4375,0.2664531469345093,6804.508719444275,888.04,1669.5407373,894976,0.051895685493946075,108,0.24895888566970825,-2.788661003112793
438,897024,0.515625,0.1576216220855713,6821.6884224414825,888.04,1671.5661707699996,897024,0.05433942377567291,119,0.08388227224349976,-2.8116745948791504
439,899072,0.5,0.2002267837524414,6838.711247682571,888.04,1673.4591429899997,899072,0.07456479966640472,120,0.09513479471206665,-2.8194518089294434
440,901120,0.5625,0.1643165946006775,6854.45467543602,888.04,1676.3013513899998,901120,0.06790539622306824,130,0.06785792112350464,-2.7998740673065186
441,903168,0.515625,0.23126137256622314,6869.690305948257,888.04,1678.4213280400002,903168,0.0636131688952446,134,0.1267908215522766,-2.8223888874053955
442,905216,0.578125,0.17847007513046265,6885.785923480988,888.04,1679.4486508999998,905216,0.09768282622098923,127,0.10769134759902954,-2.8479413986206055
443,907264,0.625,0.12897461652755737,6900.663238525391,888.04,1681.7584441500003,907264,0.07588561624288559,137,0.05724078416824341,-2.8156068325042725
444,909312,0.453125,0.15854543447494507,6915.695199966431,897.62,1701.6588491300001,909312,0.05817180126905441,136,0.0609898567199707,-2.8130037784576416
445,911360,0.515625,0.1547204852104187,6930.799761295319,907.2,1721.52887735,911360,0.07953546941280365,135,0.030698180198669434,-2.7698302268981934
446,913408,0.453125,0.11078774929046631,6945.565363168716,907.2,1723.9676379099997,913408,0.06067609041929245,138,0.017359912395477295,-2.7734546661376953
447,915456,0.40625,0.5101802349090576,6959.723130941391,900.09,1711.6734993,915456,0.045923732221126556,144,0.48526060581207275,-2.74221134185791
448,917504,0.5625,0.16806596517562866,6975.394546985626,909.45,1731.3263395199997,917504,0.07014697045087814,130,0.039679765701293945,-2.762540340423584
449,919552,0.484375,0.5582013130187988,6990.395394325256,909.62,1733.3739240099999,919552,0.06849589198827744,136,0.5337055623531342,-2.752811908721924
450,921600,0.453125,0.5874573290348053,7005.27943444252,913.21,1742.2198923199999,921600,0.04084385931491852,137,0.5408646166324615,-2.761354446411133
451,923648,0.46875,0.11025452613830566,7019.840752124786,913.21,1745.0143731299997,923648,0.05942288413643837,140,0.02115696668624878,-2.7297987937927246
452,925696,0.515625,0.1299864649772644,7034.938719034195,932.26,1782.8436697299996,925696,0.06778640300035477,135,0.04082602262496948,-2.7547872066497803
453,927744,0.515625,0.1481955647468567,7050.089624881744,932.26,1784.7014872500001,927744,0.06119285523891449,135,0.09721863269805908,-2.747903347015381
454,929792,0.40625,0.08863300085067749,7064.474669933319,932.26,1785.4991775499998,929792,0.058356478810310364,142,0.007017612457275391,-2.781541347503662
455,931840,0.5,0.1617816686630249,7078.822614431381,941.67,1804.3868734899995,931840,0.10263469815254211,142,0.04470425844192505,-2.829470157623291
456,933888,0.578125,0.6719248592853546,7092.762801885605,932.62,1786.30146578,933888,0.12701338529586792,146,0.6601385474205017,-2.839404582977295
457,935936,0.5,0.14972150325775146,7107.06261920929,932.62,1785.5392836299995,935936,0.1229984387755394,143,0.04626870155334473,-2.858144760131836
458,937984,0.515625,0.5798734128475189,7121.24511051178,925.03,1770.34499427,937984,0.06680897623300552,144,0.5573682487010956,-2.830012798309326
459,940032,0.53125,0.818264827132225,7135.0882930755615,912.92,1747.2942807700001,940032,0.043682895600795746,147,0.8268676400184631,-2.8817086219787598
460,942080,0.453125,0.22466391324996948,7154.072015047073,912.92,1747.3671621900003,942080,0.06061214581131935,107,0.09085780382156372,-2.8760759830474854
461,944128,0.46875,0.529517412185669,7172.67844414711,903.24,1729.59514075,944128,0.03744672238826752,110,0.5103407204151154,-2.880847454071045
462,946176,0.484375,0.0888109803199768,7190.897352218628,903.24,1730.5991759799997,946176,0.056174252182245255,112,0.014779865741729736,-2.8819689750671387
463,948224,0.515625,0.11780261993408203,7210.4397585392,903.24,1731.99559626,948224,0.06245183199644089,104,0.00874239206314087,-2.9195094108581543
464,950272,0.59375,0.1512964367866516,7229.7161366939545,903.24,1733.6750791100003,950272,0.046200670301914215,106,0.01513981819152832,-2.9499497413635254
465,952320,0.546875,0.16679328680038452,7246.907308101654,903.24,1734.62620141,952320,0.07087026536464691,119,0.015497267246246338,-2.9313201904296875
466,954368,0.515625,0.14669352769851685,7264.284301996231,903.24,1735.82666472,954368,0.04895062744617462,117,0.02607405185699463,-2.9130640029907227
467,956416,0.359375,0.15850812196731567,7281.9394471645355,903.24,1736.9813007300002,956416,0.07681138813495636,116,0.0519641637802124,-2.9373350143432617
468,958464,0.390625,0.2460382580757141,7297.956025600433,903.24,1737.9933699900002,958464,0.051801979541778564,127,0.04966849088668823,-2.9589924812316895
469,960512,0.453125,0.2606280446052551,7313.444297075272,903.24,1737.86938068,960512,0.07638967037200928,132,0.10115933418273926,-2.9607255458831787
470,962560,0.546875,0.6308447420597076,7328.091376781464,893.54,1720.6306217100002,962560,0.08234554529190063,139,0.6405732333660126,-3.0055699348449707
471,964608,0.671875,0.6841945052146912,7342.95311331749,874.36,1684.2072837600003,964608,0.07758450508117676,137,0.6728827357292175,-3.0268282890319824
472,966656,0.625,0.13069719076156616,7357.832784414291,874.36,1685.04908271,966656,0.06820562481880188,137,0.0112837553024292,-3.0356314182281494
473,968704,0.5625,0.504431813955307,7372.247651576996,864.68,1667.59272306,968704,0.12226961553096771,142,0.5099281370639801,-3.053271770477295
474,970752,0.421875,0.6180465221405029,7386.794417381287,864.56,1667.5265367099998,970752,0.053628548979759216,140,0.6288465857505798,-3.0714008808135986
475,972800,0.53125,0.09151118993759155,7401.986997127533,864.56,1668.83863805,972800,0.049417588859796524,134,-0.005692005157470703,-3.098724365234375
476,974848,0.640625,0.563258022069931,7416.254205226898,854.94,1650.4401650200002,974848,0.09621037542819977,143,0.544357031583786,-3.0679736137390137
477,976896,0.453125,0.21805953979492188,7430.729074001312,854.94,1651.2305622799997,976896,0.05589677393436432,141,0.057228803634643555,-3.0703158378601074
478,978944,0.5,0.13837403059005737,7445.093537569046,854.94,1651.4447910899999,978944,0.0530836246907711,142,0.01826542615890503,-3.0862326622009277
479,980992,0.5,0.33683842420578003,7459.525902271271,854.94,1651.6801646,980992,0.06530307233333588,141,0.2006816864013672,-3.1315879821777344
480,983040,0.4375,0.5933683514595032,7473.759337902069,845.42,1633.47590305,983040,0.046835824847221375,143,0.5981224477291107,-3.146256446838379
481,985088,0.546875,0.2404419183731079,7488.336506843567,845.42,1634.0125456999997,985088,0.08925553411245346,140,0.13308990001678467,-3.165862560272217
482,987136,0.53125,0.06421434879302979,7504.392081022263,845.42,1635.25686479,987136,0.056582242250442505,127,0.009826958179473877,-3.155041217803955
483,989184,0.484375,0.37237870693206787,7519.374045133591,845.42,1635.2755585500001,989184,0.07453327625989914,136,0.2544565796852112,-3.1179962158203125
484,991232,0.421875,0.09757840633392334,7534.459719181061,845.42,1636.36758475,991232,0.06115277111530304,135,0.0487363338470459,-3.14003586769104
485,993280,0.578125,0.041769981384277344,7551.73495388031,845.42,1637.09835452,993280,0.1110612228512764,118,0.0038574934005737305,-3.1321582794189453
486,995328,0.484375,0.09154367446899414,7569.4627895355225,845.42,1637.6246861900001,995328,0.07670122385025024,115,0.032473862171173096,-3.1661696434020996
487,997376,0.578125,0.09927451610565186,7587.197198629379,845.42,1638.4855388300002,997376,0.07194414734840393,115,0.030125558376312256,-3.168405055999756
488,999424,0.578125,0.050000548362731934,7605.984360456467,845.42,1639.33978336,999424,0.0628596842288971,109,-0.001026749610900879,-3.1618056297302246
