#{"t_start": 1620892422.01914, "env_id": "CartPole-v0"}
r,l,t
9.0,9,221.021969
9.0,9,221.038678
9.0,9,221.055138
9.0,9,221.071649
8.0,8,221.086357
9.0,9,221.10339
10.0,10,221.121726
10.0,10,221.140097
10.0,10,221.158549
10.0,10,221.17706
10.0,10,221.196253
11.0,11,221.216125
10.0,10,221.234129
9.0,9,221.25035
9.0,9,221.266608
9.0,9,221.282888
9.0,9,221.299088
10.0,10,221.317068
10.0,10,221.335085
8.0,8,221.34951
9.0,9,221.365721
10.0,10,221.383708
9.0,9,221.399886
9.0,9,221.416116
9.0,9,221.43232
9.0,9,221.448523
11.0,11,221.468308
8.0,8,221.482738
9.0,9,221.499082
8.0,8,221.513494
9.0,9,221.52968
9.0,9,221.545899
10.0,10,221.563911
10.0,10,221.581927
10.0,10,221.599921
10.0,10,221.617901
10.0,10,221.635887
8.0,8,221.650308
8.0,8,221.664709
10.0,10,221.682679
9.0,9,221.6989
10.0,10,221.716915
9.0,9,221.733113
10.0,10,221.751101
10.0,10,221.769092
9.0,9,221.785301
8.0,8,221.799782
9.0,9,221.815981
8.0,8,221.830801
11.0,11,221.851032
10.0,10,221.869226
9.0,9,221.885958
10.0,10,221.905014
10.0,10,221.924684
10.0,10,221.943368
10.0,10,221.961812
10.0,10,221.980294
9.0,9,221.997076
10.0,10,222.016267
10.0,10,222.034757
8.0,8,222.049601
10.0,10,222.068442
10.0,10,222.087549
9.0,9,222.106173
10.0,10,222.124787
10.0,10,222.143347
8.0,8,222.158171
8.0,8,222.172995
9.0,9,222.190326
9.0,9,222.20703
9.0,9,222.223349
9.0,9,222.239892
8.0,8,222.255188
10.0,10,222.273558
9.0,9,222.290223
8.0,8,222.304959
8.0,8,222.319674
9.0,9,222.336537
10.0,10,222.355186
8.0,8,222.369715
9.0,9,222.385992
10.0,10,222.404057
9.0,9,222.420325
9.0,9,222.436626
10.0,10,222.454685
8.0,8,222.469141
10.0,10,222.48728
9.0,9,222.503604
8.0,8,222.518046
10.0,10,222.536155
10.0,10,222.554407
11.0,11,222.574457
8.0,8,222.58908
10.0,10,222.607197
9.0,9,222.623457
9.0,9,222.639696
10.0,10,222.657781
9.0,9,222.674028
8.0,8,222.688479
9.0,9,222.704781
10.0,10,222.722881
10.0,10,222.740916
10.0,10,222.758948
10.0,10,222.777013
10.0,10,222.795058
9.0,9,222.811288
9.0,9,222.827529
9.0,9,222.843806
9.0,9,222.86012
10.0,10,222.878139
10.0,10,222.89621
8.0,8,222.910654
9.0,9,222.92691
8.0,8,222.941405
8.0,8,222.955956
9.0,9,222.972226
9.0,9,222.988464
9.0,9,223.004959
10.0,10,223.023026
9.0,9,223.039301
10.0,10,223.057536
9.0,9,223.074016
10.0,10,223.092561
9.0,9,223.108993
10.0,10,223.127082
9.0,9,223.143471
8.0,8,223.158159
9.0,9,223.174608
10.0,10,223.193053
9.0,9,223.209277
10.0,10,223.227234
8.0,8,223.241588
10.0,10,223.259539
10.0,10,223.277465
8.0,8,223.29181
9.0,9,223.307967
10.0,10,223.325876
9.0,9,223.342076
8.0,8,223.356403
10.0,10,223.374371
9.0,9,226.099814
10.0,10,226.119345
9.0,9,226.135859
9.0,9,226.152295
10.0,10,226.170579
9.0,9,226.187251
11.0,11,226.208935
10.0,10,226.227211
11.0,11,226.247285
10.0,10,226.265479
10.0,10,226.2837
9.0,9,226.300181
9.0,9,226.316536
10.0,10,226.334583
9.0,9,226.350794
10.0,10,226.368786
8.0,8,226.383276
9.0,9,226.399474
8.0,8,226.414283
10.0,10,226.432562
9.0,9,226.449023
9.0,9,226.46545
11.0,11,226.48561
10.0,10,226.503791
9.0,9,226.520066
10.0,10,226.538176
10.0,10,226.556227
10.0,10,226.574306
9.0,9,226.590539
11.0,11,226.610382
9.0,9,226.626656
10.0,10,226.644749
10.0,10,226.6628
9.0,9,226.679077
10.0,10,226.697179
9.0,9,226.713417
8.0,8,226.727853
10.0,10,226.745933
9.0,9,226.762178
9.0,9,226.778423
9.0,9,226.794671
8.0,8,226.809143
9.0,9,226.825366
9.0,9,226.841609
10.0,10,226.859699
8.0,8,226.874147
9.0,9,226.890384
9.0,9,226.906643
9.0,9,226.922915
9.0,9,226.939146
9.0,9,226.9554
10.0,10,226.97353
9.0,9,226.989788
10.0,10,227.007853
10.0,10,227.026267
9.0,9,227.043018
9.0,9,227.059815
11.0,11,227.080297
10.0,10,227.099029
10.0,10,227.117726
10.0,10,227.136339
9.0,9,227.153115
9.0,9,227.169861
8.0,8,227.18491
9.0,9,227.201656
10.0,10,227.220276
9.0,9,227.237046
9.0,9,227.253789
9.0,9,227.270525
9.0,9,227.28728
9.0,9,227.304029
9.0,9,227.320771
8.0,8,227.335657
10.0,10,227.354275
9.0,9,227.371041
10.0,10,227.389727
10.0,10,227.408718
9.0,9,227.425579
10.0,10,227.444333
10.0,10,227.463014
10.0,10,227.481717
9.0,9,227.499207
10.0,10,227.518572
9.0,9,227.536555
10.0,10,227.555648
11.0,11,227.576446
10.0,10,227.595447
10.0,10,227.614564
10.0,10,227.633166
8.0,8,227.64788
9.0,9,227.664429
10.0,10,227.682848
9.0,9,227.699426
9.0,9,227.715923
9.0,9,227.732328
9.0,9,227.748837
9.0,9,227.765414
10.0,10,227.783818
9.0,9,227.800234
9.0,9,227.816707
9.0,9,227.833168
9.0,9,227.849787
11.0,11,227.869991
9.0,9,227.88661
9.0,9,227.903222
10.0,10,227.92168
9.0,9,227.938631
10.0,10,227.9577
9.0,9,227.9744
10.0,10,227.992992
10.0,10,228.011489
9.0,9,228.028466
8.0,8,228.04324
9.0,9,228.059457
9.0,9,228.075694
9.0,9,228.092163
10.0,10,228.11103
10.0,10,228.129179
9.0,9,228.145604
11.0,11,228.165898
10.0,10,228.18898
8.0,8,228.205225
11.0,11,228.225714
8.0,8,228.240539
9.0,9,228.257352
9.0,9,228.274105
9.0,9,228.290831
9.0,9,228.307585
10.0,10,228.326222
9.0,9,228.342763
10.0,10,228.361354
10.0,10,228.379992
9.0,9,228.396653
10.0,10,228.415331
9.0,9,228.432034
11.0,11,228.452375
9.0,9,228.469033
9.0,9,228.485706
9.0,9,228.502508
9.0,9,228.519325
10.0,10,228.53776
9.0,9,228.554433
11.0,11,228.57493
10.0,10,228.593448
9.0,9,228.61029
9.0,9,228.627094
11.0,11,228.647341
11.0,11,228.667669
10.0,10,228.68632
9.0,9,228.703007
9.0,9,228.71969
11.0,11,228.740102
9.0,9,228.757606
10.0,10,228.776554
8.0,8,228.792832
9.0,9,228.810251
9.0,9,228.827188
9.0,9,228.844373
9.0,9,228.861126
10.0,10,228.880231
9.0,9,228.897519
10.0,10,228.916105
9.0,9,228.932814
10.0,10,228.952088
8.0,8,228.966837
9.0,9,228.98376
10.0,10,229.002385
10.0,10,229.020849
9.0,9,229.037451
8.0,8,229.052022
9.0,9,229.068437
9.0,9,229.084889
9.0,9,229.102194
8.0,8,229.116949
10.0,10,229.135464
11.0,11,229.155943
9.0,9,229.172654
10.0,10,229.191881
9.0,9,229.208392
9.0,9,229.224848
10.0,10,229.243048
10.0,10,229.261265
9.0,9,229.27763
10.0,10,229.29584
8.0,8,229.310386
10.0,10,229.328555
9.0,9,229.34493
9.0,9,229.361302
9.0,9,229.377692
9.0,9,229.394059
9.0,9,229.410561
10.0,10,229.428732
10.0,10,229.447008
10.0,10,229.465328
8.0,8,229.480975
9.0,9,229.497768
8.0,8,229.51324
10.0,10,229.532026
9.0,9,229.548838
10.0,10,229.567809
9.0,9,229.584708
8.0,8,229.599959
9.0,9,229.616553
9.0,9,229.632947
9.0,9,229.649277
10.0,10,229.667416
9.0,9,229.683762
8.0,8,229.698285
9.0,9,229.714598
10.0,10,229.732785
10.0,10,229.750902
9.0,9,229.767229
8.0,8,229.781765
9.0,9,229.798121
9.0,9,229.81443
10.0,10,229.832531
10.0,10,229.850718
9.0,9,229.867167
8.0,8,229.881883
10.0,10,232.598177
10.0,10,232.617516
9.0,9,232.634903
10.0,10,232.654309
8.0,8,232.669706
9.0,9,232.68737
9.0,9,232.704639
8.0,8,232.720388
9.0,9,232.737646
10.0,10,232.757141
10.0,10,232.776443
10.0,10,232.795733
11.0,11,232.817223
9.0,9,232.834572
9.0,9,232.852107
10.0,10,232.871401
9.0,9,232.889674
8.0,8,232.905634
9.0,9,232.923298
8.0,8,232.938686
9.0,9,232.956353
9.0,9,232.974005
10.0,10,232.99352
11.0,11,233.014818
9.0,9,233.032392
10.0,10,233.051655
9.0,9,233.069227
10.0,10,233.088095
9.0,9,233.104956
10.0,10,233.123518
8.0,8,233.138324
9.0,9,233.154766
10.0,10,233.173151
10.0,10,233.191401
8.0,8,233.206053
10.0,10,233.224332
10.0,10,233.242595
10.0,10,233.260886
9.0,9,233.27737
11.0,11,233.297509
10.0,10,233.315782
9.0,9,233.332269
10.0,10,233.350516
9.0,9,233.36705
9.0,9,233.383574
8.0,8,233.398349
9.0,9,233.415016
11.0,11,233.435367
9.0,9,233.451948
10.0,10,233.470459
10.0,10,233.488943
8.0,8,233.503669
9.0,9,233.520344
10.0,10,233.538738
10.0,10,233.557197
9.0,9,233.573748
10.0,10,233.592324
9.0,9,233.608927
10.0,10,233.627406
10.0,10,233.645843
10.0,10,233.66434
10.0,10,233.682715
8.0,8,233.697497
10.0,10,233.716016
10.0,10,233.734426
9.0,9,233.751082
8.0,8,233.766427
10.0,10,233.785435
10.0,10,233.804411
9.0,9,233.821505
10.0,10,233.840951
9.0,9,233.857982
9.0,9,233.875087
10.0,10,233.894056
9.0,9,233.911138
8.0,8,233.926361
8.0,8,233.941527
9.0,9,233.95869
8.0,8,233.974031
9.0,9,233.990477
9.0,9,234.00685
9.0,9,234.023196
9.0,9,234.03956
10.0,10,234.057716
9.0,9,234.074816
10.0,10,234.093376
10.0,10,234.112229
11.0,11,234.132825
10.0,10,234.151362
11.0,11,234.171837
9.0,9,234.188536
9.0,9,234.205109
9.0,9,234.221441
10.0,10,234.239524
10.0,10,234.257621
9.0,9,234.273894
8.0,8,234.288348
9.0,9,234.304644
10.0,10,234.322713
10.0,10,234.340791
9.0,9,234.35706
10.0,10,234.375275
9.0,9,234.391711
9.0,9,234.407961
8.0,8,234.422478
9.0,9,234.438927
8.0,8,234.453463
10.0,10,234.471715
10.0,10,234.489844
9.0,9,234.506121
9.0,9,234.522352
9.0,9,234.538588
9.0,9,234.554868
9.0,9,234.571107
9.0,9,234.587323
10.0,10,234.605372
9.0,9,234.621654
10.0,10,234.639677
9.0,9,234.655893
9.0,9,234.67212
9.0,9,234.688377
9.0,9,234.704569
9.0,9,234.720775
10.0,10,234.738832
10.0,10,234.756846
10.0,10,234.774861
9.0,9,234.791098
9.0,9,234.807367
9.0,9,234.823593
10.0,10,234.841601
9.0,9,234.857853
10.0,10,234.876197
10.0,10,234.895127
8.0,8,234.910285
9.0,9,234.927126
8.0,8,234.941885
10.0,10,234.960369
10.0,10,234.978969
8.0,8,234.993661
9.0,9,235.010323
10.0,10,235.02884
10.0,10,235.04867
10.0,10,235.06764
9.0,9,235.085242
10.0,10,235.104954
9.0,9,235.122486
9.0,9,235.140158
9.0,9,235.15757
10.0,10,235.177121
9.0,9,235.194937
9.0,9,235.211582
10.0,10,235.229732
10.0,10,235.248349
10.0,10,235.266549
10.0,10,235.285378
9.0,9,235.302572
9.0,9,235.319643
10.0,10,235.338516
10.0,10,235.357028
10.0,10,235.375278
10.0,10,235.394152
9.0,9,235.410807
10.0,10,235.429183
9.0,9,235.445793
9.0,9,235.462344
10.0,10,235.480788
10.0,10,235.499479
11.0,11,235.521847
10.0,10,235.541097
10.0,10,235.560165
10.0,10,235.578573
9.0,9,235.595558
8.0,8,235.611062
10.0,10,235.630284
9.0,9,235.647593
9.0,9,235.664934
9.0,9,235.68223
10.0,10,235.701404
10.0,10,235.7206
8.0,8,235.735934
9.0,9,235.753195
10.0,10,235.772372
10.0,10,235.791548
10.0,10,235.810729
10.0,10,235.829905
10.0,10,235.84906
11.0,11,235.870152
9.0,9,235.887526
10.0,10,235.906658
10.0,10,235.925935
11.0,11,235.947148
8.0,8,235.962597
10.0,10,235.981927
9.0,9,235.999498
11.0,11,236.020648
11.0,11,236.041883
9.0,9,236.059227
9.0,9,236.076609
9.0,9,236.094021
10.0,10,236.113374
10.0,10,236.132622
9.0,9,236.150015
9.0,9,236.168082
10.0,10,236.189132
10.0,10,236.209553
10.0,10,236.228947
9.0,9,236.246665
8.0,8,236.262785
9.0,9,236.280744
10.0,10,236.300738
9.0,9,236.318751
9.0,9,236.336783
10.0,10,236.356856
9.0,9,236.374786
9.0,9,236.392803
10.0,10,236.412753
9.0,9,236.430763
9.0,9,239.173912
10.0,10,239.193052
9.0,9,239.209414
10.0,10,239.227623
10.0,10,239.245773
8.0,8,239.26064
10.0,10,239.279905
9.0,9,239.297296
9.0,9,239.314475
10.0,10,239.33343
10.0,10,239.352009
9.0,9,239.368994
9.0,9,239.385735
10.0,10,239.404207
9.0,9,239.420845
10.0,10,239.439366
10.0,10,239.457861
10.0,10,239.476414
10.0,10,239.495184
9.0,9,239.512792
10.0,10,239.53195
9.0,9,239.549051
10.0,10,239.567722
9.0,9,239.584491
9.0,9,239.601932
9.0,9,239.618608
9.0,9,239.635421
10.0,10,239.653939
9.0,9,239.670688
9.0,9,239.687895
9.0,9,239.705571
10.0,10,239.72491
10.0,10,239.744111
10.0,10,239.76306
10.0,10,239.782051
8.0,8,239.796925
8.0,8,239.811833
11.0,11,239.832133
8.0,8,239.84692
9.0,9,239.863569
8.0,8,239.879209
10.0,10,239.898045
10.0,10,239.916635
9.0,9,239.933546
10.0,10,239.952251
9.0,9,239.969399
8.0,8,239.985188
10.0,10,240.005167
10.0,10,240.024808
9.0,9,240.042525
10.0,10,240.063526
9.0,9,240.08326
9.0,9,240.102867
10.0,10,240.124258
9.0,9,240.143214
10.0,10,240.163539
10.0,10,240.183735
9.0,9,240.203199
9.0,9,240.220487
10.0,10,240.23933
9.0,9,240.255715
10.0,10,240.27385
10.0,10,240.292042
10.0,10,240.310145
10.0,10,240.328559
9.0,9,240.344912
9.0,9,240.361216
10.0,10,240.379345
9.0,9,240.395633
10.0,10,240.413743
9.0,9,240.430038
10.0,10,240.44815
10.0,10,240.466228
9.0,9,240.482533
8.0,8,240.497035
9.0,9,240.513319
9.0,9,240.529616
9.0,9,240.545948
10.0,10,240.564145
9.0,9,240.580504
8.0,8,240.595094
10.0,10,240.613107
10.0,10,240.631084
8.0,8,240.645462
9.0,9,240.661642
9.0,9,240.6778
9.0,9,240.693957
10.0,10,240.711906
10.0,10,240.729862
9.0,9,240.746006
9.0,9,240.762157
8.0,8,240.776533
9.0,9,240.792653
9.0,9,240.808834
10.0,10,240.826778
10.0,10,240.844755
8.0,8,240.859112
8.0,8,240.873553
10.0,10,240.891488
9.0,9,240.90763
9.0,9,240.923799
9.0,9,240.940004
10.0,10,240.958065
10.0,10,240.97607
10.0,10,240.994292
10.0,10,241.012361
9.0,9,241.028684
10.0,10,241.046821
10.0,10,241.064915
10.0,10,241.083
10.0,10,241.101889
11.0,11,241.122012
9.0,9,241.138404
10.0,10,241.156616
10.0,10,241.174914
10.0,10,241.193856
10.0,10,241.212228
10.0,10,241.230567
9.0,9,241.247245
10.0,10,241.265619
10.0,10,241.284139
10.0,10,241.302554
9.0,9,241.319169
10.0,10,241.337551
10.0,10,241.356096
9.0,9,241.372617
10.0,10,241.390894
10.0,10,241.409353
10.0,10,241.427831
10.0,10,241.44637
10.0,10,241.464839
9.0,9,241.481537
10.0,10,241.500114
9.0,9,241.51663
9.0,9,241.533413
9.0,9,241.550097
10.0,10,241.568519
8.0,8,241.583348
9.0,9,241.600019
11.0,11,241.62038
9.0,9,241.636888
10.0,10,241.655239
9.0,9,241.671672
10.0,10,241.690051
10.0,10,241.708294
9.0,9,241.724695
9.0,9,241.741219
9.0,9,241.757625
9.0,9,241.774114
10.0,10,241.792422
10.0,10,241.813477
11.0,11,241.833795
8.0,8,241.848506
10.0,10,241.866804
9.0,9,241.883495
10.0,10,241.901837
8.0,8,241.916479
9.0,9,241.933219
9.0,9,241.949844
9.0,9,241.9665
9.0,9,241.983191
8.0,8,241.998116
9.0,9,242.014713
8.0,8,242.029598
11.0,11,242.049932
10.0,10,242.068394
11.0,11,242.088718
8.0,8,242.104188
10.0,10,242.122679
9.0,9,242.139482
10.0,10,242.158082
8.0,8,242.172893
9.0,9,242.189903
10.0,10,242.209099
9.0,9,242.2256
9.0,9,242.242309
8.0,8,242.257062
9.0,9,242.273544
10.0,10,242.292004
10.0,10,242.310429
10.0,10,242.328693
8.0,8,242.343132
9.0,9,242.359429
8.0,8,242.374059
9.0,9,242.390638
9.0,9,242.406943
9.0,9,242.423365
10.0,10,242.441608
8.0,8,242.4562
9.0,9,242.472664
9.0,9,242.489026
10.0,10,242.50706
10.0,10,242.525105
10.0,10,242.543184
8.0,8,242.557637
9.0,9,242.573919
10.0,10,242.592017
10.0,10,242.610114
9.0,9,242.626446
9.0,9,242.64275
10.0,10,242.660844
10.0,10,242.678916
9.0,9,242.695527
8.0,8,242.710188
10.0,10,242.728415
9.0,9,242.74464
10.0,10,242.762708
8.0,8,242.77718
9.0,9,242.793436
10.0,10,242.811462
9.0,9,242.827712
10.0,10,242.845789
10.0,10,242.863843
8.0,8,242.878411
10.0,10,242.896481
11.0,11,242.916437
9.0,9,242.932832
10.0,10,242.951052
9.0,9,242.967483
10.0,10,245.691827
9.0,9,245.709931
8.0,8,245.725324
8.0,8,245.740319
9.0,9,245.757132
10.0,10,245.775795
10.0,10,245.794524
9.0,9,245.811367
10.0,10,245.830037
9.0,9,245.846739
10.0,10,245.865414
10.0,10,245.884295
9.0,9,245.901208
9.0,9,245.918099
10.0,10,245.936784
10.0,10,245.955602
10.0,10,245.974548
8.0,8,245.989619
10.0,10,246.008487
9.0,9,246.025805
10.0,10,246.04508
11.0,11,246.065532
10.0,10,246.084457
9.0,9,246.101902
10.0,10,246.122514
8.0,8,246.138074
10.0,10,246.156807
8.0,8,246.171882
8.0,8,246.186956
10.0,10,246.20587
10.0,10,246.224507
9.0,9,246.241264
10.0,10,246.259842
10.0,10,246.278493
10.0,10,246.297148
10.0,10,246.315857
9.0,9,246.332395
10.0,10,246.350714
9.0,9,246.367277
9.0,9,246.384
9.0,9,246.400813
10.0,10,246.419181
11.0,11,246.439326
10.0,10,246.457634
10.0,10,246.476137
9.0,9,246.492761
10.0,10,246.511265
10.0,10,246.529553
10.0,10,246.54787
9.0,9,246.564439
10.0,10,246.582851
10.0,10,246.601439
10.0,10,246.619756
10.0,10,246.637959
8.0,8,246.652558
8.0,8,246.667157
11.0,11,246.687246
8.0,8,246.70189
8.0,8,246.716537
10.0,10,246.734667
10.0,10,246.752887
10.0,10,246.77114
10.0,10,246.789371
9.0,9,246.805898
11.0,11,246.825833
9.0,9,246.842189
9.0,9,246.858566
10.0,10,246.876979
10.0,10,246.895402
9.0,9,246.91201
9.0,9,246.928486
8.0,8,246.943232
10.0,10,246.961595
10.0,10,246.980062
10.0,10,246.998567
10.0,10,247.017766
10.0,10,247.036757
11.0,11,247.05751
10.0,10,247.076425
9.0,9,247.093556
10.0,10,247.112053
9.0,9,247.12853
10.0,10,247.146938
10.0,10,247.165253
10.0,10,247.183626
9.0,9,247.200133
8.0,8,247.21462
10.0,10,247.232753
9.0,9,247.249043
10.0,10,247.267137
10.0,10,247.285671
10.0,10,247.304945
9.0,9,247.322126
9.0,9,247.33886
9.0,9,247.355504
10.0,10,247.374101
9.0,9,247.390707
10.0,10,247.409293
10.0,10,247.427813
10.0,10,247.446685
10.0,10,247.465855
8.0,8,247.481434
10.0,10,247.502153
9.0,9,247.521549
10.0,10,247.541763
8.0,8,247.557698
10.0,10,247.577885
10.0,10,247.597979
10.0,10,247.617831
10.0,10,247.636927
9.0,9,247.653577
10.0,10,247.672012
9.0,9,247.688534
10.0,10,247.707336
10.0,10,247.726507
9.0,9,247.743161
11.0,11,247.76333
11.0,11,247.783651
9.0,9,247.800285
10.0,10,247.818656
10.0,10,247.836905
10.0,10,247.855207
9.0,9,247.87187
8.0,8,247.887143
10.0,10,247.905602
8.0,8,247.920344
9.0,9,247.936862
10.0,10,247.955339
9.0,9,247.972217
9.0,9,247.989173
9.0,9,248.00565
9.0,9,248.022145
8.0,8,248.036808
10.0,10,248.055219
10.0,10,248.073689
9.0,9,248.090275
10.0,10,248.10886
10.0,10,248.127375
10.0,10,248.145908
8.0,8,248.160718
10.0,10,248.179255
10.0,10,248.197699
8.0,8,248.212476
9.0,9,248.228745
10.0,10,248.246816
9.0,9,248.263041
10.0,10,248.281061
10.0,10,248.299071
9.0,9,248.315399
10.0,10,248.333534
9.0,9,248.349857
10.0,10,248.367998
8.0,8,248.38258
10.0,10,248.400771
8.0,8,248.415268
10.0,10,248.433467
10.0,10,248.45174
10.0,10,248.470066
10.0,10,248.488358
10.0,10,248.506521
9.0,9,248.522835
9.0,9,248.539161
9.0,9,248.555479
10.0,10,248.573539
9.0,9,248.589849
10.0,10,248.608019
10.0,10,248.626101
9.0,9,248.64238
8.0,8,248.656887
9.0,9,248.673169
10.0,10,248.691269
9.0,9,248.707542
10.0,10,248.725657
9.0,9,248.741923
9.0,9,248.75822
9.0,9,248.774647
9.0,9,248.791256
9.0,9,248.808509
8.0,8,248.823738
8.0,8,248.838876
10.0,10,248.857925
9.0,9,248.875146
9.0,9,248.892149
9.0,9,248.909158
10.0,10,248.928999
10.0,10,248.947991
9.0,9,248.96518
8.0,8,248.980392
9.0,9,248.997518
10.0,10,249.017109
10.0,10,249.036581
10.0,10,249.056626
9.0,9,249.074255
8.0,8,249.089661
10.0,10,249.109369
9.0,9,249.126681
9.0,9,249.144377
9.0,9,249.161381
10.0,10,249.180239
9.0,9,249.197171
10.0,10,249.215642
9.0,9,249.23239
10.0,10,249.250913
9.0,9,249.267514
10.0,10,249.286104
10.0,10,249.304977
10.0,10,249.323989
9.0,9,249.340682
9.0,9,249.357516
10.0,10,249.376183
10.0,10,249.394834
10.0,10,249.413601
10.0,10,249.432334
9.0,9,249.448819
8.0,8,249.463494
10.0,10,249.481882
10.0,10,252.218448
8.0,8,252.234143
10.0,10,252.253505
10.0,10,252.273069
9.0,9,252.29056
9.0,9,252.30826
11.0,11,252.32881
10.0,10,252.347152
10.0,10,252.365707
9.0,9,252.382256
9.0,9,252.398828
9.0,9,252.415492
9.0,9,252.433218
10.0,10,252.45199
9.0,9,252.468785
10.0,10,252.487504
9.0,9,252.504369
10.0,10,252.523693
9.0,9,252.541478
10.0,10,252.561013
10.0,10,252.580569
8.0,8,252.596546
9.0,9,252.614258
8.0,8,252.629648
11.0,11,252.651296
10.0,10,252.670623
9.0,9,252.688312
9.0,9,252.705662
11.0,11,252.727182
9.0,9,252.744574
8.0,8,252.760328
11.0,11,252.781636
9.0,9,252.799439
9.0,9,252.817277
9.0,9,252.834884
9.0,9,252.852486
9.0,9,252.870264
9.0,9,252.88767
9.0,9,252.905448
11.0,11,252.926756
10.0,10,252.946459
10.0,10,252.965871
10.0,10,252.985415
10.0,10,253.004713
10.0,10,253.02445
9.0,9,253.041862
9.0,9,253.059558
9.0,9,253.077254
10.0,10,253.096617
11.0,11,253.118276
10.0,10,253.137633
10.0,10,253.156743
10.0,10,253.175491
9.0,9,253.192417
10.0,10,253.211137
9.0,9,253.227808
9.0,9,253.244463
10.0,10,253.263008
8.0,8,253.277742
8.0,8,253.292566
10.0,10,253.311137
8.0,8,253.325905
10.0,10,253.344412
9.0,9,253.361028
8.0,8,253.375816
10.0,10,253.394386
10.0,10,253.41283
9.0,9,253.429549
9.0,9,253.446304
10.0,10,253.464811
10.0,10,253.483385
8.0,8,253.498197
9.0,9,253.514801
9.0,9,253.531446
9.0,9,253.548138
10.0,10,253.566554
10.0,10,253.585119
9.0,9,253.601677
10.0,10,253.619797
9.0,9,253.636338
8.0,8,253.650852
9.0,9,253.667277
9.0,9,253.683648
10.0,10,253.701834
9.0,9,253.718154
9.0,9,253.734512
9.0,9,253.750844
10.0,10,253.769051
8.0,8,253.784118
9.0,9,253.80138
10.0,10,253.820488
9.0,9,253.837317
10.0,10,253.855815
10.0,10,253.87438
8.0,8,253.88936
9.0,9,253.906049
10.0,10,253.924675
9.0,9,253.941466
10.0,10,253.960135
9.0,9,253.976897
10.0,10,253.995465
10.0,10,254.014877
9.0,9,254.031901
9.0,9,254.048786
9.0,9,254.065759
8.0,8,254.080796
8.0,8,254.096301
10.0,10,254.115305
9.0,9,254.132032
9.0,9,254.148874
8.0,8,254.163872
