#{"t_start": 1620892422.01914, "env_id": "CartPole-v0"}
r,l,t
10.0,10,182.221561
9.0,9,182.238404
10.0,10,182.256965
9.0,9,182.273528
9.0,9,182.290105
10.0,10,182.308434
10.0,10,182.326835
9.0,9,182.343439
8.0,8,182.358231
9.0,9,182.374918
10.0,10,182.393358
10.0,10,182.411825
9.0,9,182.429257
9.0,9,182.446298
9.0,9,182.46307
8.0,8,182.477911
10.0,10,182.49641
8.0,8,182.511483
10.0,10,182.529865
10.0,10,182.548219
9.0,9,182.564727
9.0,9,182.581272
8.0,8,182.596054
9.0,9,182.612461
9.0,9,182.628851
9.0,9,182.645272
10.0,10,182.663542
8.0,8,182.678294
10.0,10,182.697181
9.0,9,182.714251
9.0,9,182.731366
9.0,9,182.748412
9.0,9,182.765486
10.0,10,182.784446
11.0,11,182.805242
9.0,9,182.822386
10.0,10,182.841076
9.0,9,182.857924
10.0,10,182.876633
9.0,9,182.893539
9.0,9,182.910482
9.0,9,182.927321
11.0,11,182.947831
9.0,9,182.964636
10.0,10,182.983352
10.0,10,183.002112
10.0,10,183.020764
10.0,10,183.039344
10.0,10,183.057966
9.0,9,183.074723
9.0,9,183.091526
9.0,9,183.108281
10.0,10,183.126902
10.0,10,183.1455
9.0,9,183.162261
10.0,10,183.180907
10.0,10,183.199497
10.0,10,183.218141
8.0,8,183.233026
9.0,9,183.249727
8.0,8,183.264634
10.0,10,183.283206
9.0,9,183.299961
10.0,10,183.31865
10.0,10,183.337405
10.0,10,183.356112
9.0,9,183.37296
9.0,9,183.3898
9.0,9,183.406563
10.0,10,183.425735
9.0,9,183.442747
8.0,8,183.45785
9.0,9,183.474835
9.0,9,183.491927
10.0,10,183.511009
10.0,10,183.530409
10.0,10,183.549353
9.0,9,183.566622
8.0,8,183.581872
10.0,10,183.600547
10.0,10,183.619246
9.0,9,183.636025
9.0,9,183.652743
10.0,10,183.671206
9.0,9,183.687873
10.0,10,183.706465
9.0,9,183.723235
10.0,10,183.741853
9.0,9,183.758632
10.0,10,183.777188
9.0,9,183.793968
8.0,8,183.808814
9.0,9,183.825568
10.0,10,183.844247
11.0,11,183.864739
10.0,10,183.883531
9.0,9,183.90044
10.0,10,183.919205
10.0,10,183.937908
9.0,9,183.954605
9.0,9,186.682418
10.0,10,186.700603
10.0,10,186.719218
11.0,11,186.739753
9.0,9,186.756542
9.0,9,186.77325
10.0,10,186.791927
9.0,9,186.80877
9.0,9,186.825589
10.0,10,186.844234
9.0,9,186.861042
9.0,9,186.87794
9.0,9,186.894921
10.0,10,186.913668
10.0,10,186.932392
9.0,9,186.94928
9.0,9,186.966173
9.0,9,186.983015
10.0,10,187.001788
9.0,9,187.018562
10.0,10,187.037175
10.0,10,187.055829
9.0,9,187.072588
10.0,10,187.091247
8.0,8,187.106183
10.0,10,187.124874
9.0,9,187.141653
10.0,10,187.160275
8.0,8,187.17527
10.0,10,187.193963
10.0,10,187.212645
9.0,9,187.229492
9.0,9,187.247053
10.0,10,187.265926
9.0,9,187.282852
10.0,10,187.30173
10.0,10,187.320627
9.0,9,187.338007
9.0,9,187.355041
10.0,10,187.374023
10.0,10,187.392812
9.0,9,187.409889
9.0,9,187.426933
9.0,9,187.444716
10.0,10,187.464139
8.0,8,187.47951
10.0,10,187.499268
10.0,10,187.518315
10.0,10,187.537821
9.0,9,187.555423
10.0,10,187.574811
8.0,8,187.589731
9.0,9,187.606337
8.0,8,187.62115
10.0,10,187.639371
10.0,10,187.657624
9.0,9,187.674145
9.0,9,187.690699
8.0,8,187.70544
9.0,9,187.721966
9.0,9,187.7385
10.0,10,187.756957
10.0,10,187.775381
9.0,9,187.791863
10.0,10,187.810365
10.0,10,187.828811
10.0,10,187.847191
9.0,9,187.863751
10.0,10,187.882303
10.0,10,187.900775
9.0,9,187.918108
10.0,10,187.936924
10.0,10,187.955521
10.0,10,187.974257
10.0,10,187.992871
10.0,10,188.011864
11.0,11,188.032016
10.0,10,188.050261
9.0,9,188.066655
10.0,10,188.085025
10.0,10,188.10358
10.0,10,188.122246
10.0,10,188.14075
11.0,11,188.161124
9.0,9,188.177756
10.0,10,188.196268
10.0,10,188.214794
9.0,9,188.231539
9.0,9,188.248588
10.0,10,188.267333
8.0,8,188.282146
10.0,10,188.300603
8.0,8,188.315444
9.0,9,188.332116
10.0,10,188.350618
10.0,10,188.369138
10.0,10,188.388245
9.0,9,188.405365
10.0,10,188.424474
11.0,11,188.445946
10.0,10,188.465386
9.0,9,188.482648
10.0,10,188.502144
10.0,10,188.521272
8.0,8,188.536853
9.0,9,188.553517
10.0,10,188.57184
10.0,10,188.59019
9.0,9,188.606669
10.0,10,188.62503
9.0,9,188.641798
10.0,10,188.660441
9.0,9,188.677177
10.0,10,188.695834
9.0,9,188.712591
9.0,9,188.729342
10.0,10,188.747948
10.0,10,188.766573
9.0,9,188.783358
10.0,10,188.802005
10.0,10,188.820668
9.0,9,188.837498
11.0,11,188.858116
9.0,9,188.874959
9.0,9,188.891787
9.0,9,188.908583
9.0,9,188.925182
9.0,9,188.941576
10.0,10,188.959774
9.0,9,188.976185
10.0,10,188.994384
9.0,9,189.010938
10.0,10,189.029172
9.0,9,189.045646
9.0,9,189.063159
8.0,8,189.078357
10.0,10,189.097385
11.0,11,189.117664
10.0,10,189.136019
10.0,10,189.154325
10.0,10,189.172678
9.0,9,189.18915
10.0,10,189.207525
11.0,11,189.227707
9.0,9,189.244211
8.0,8,189.258868
10.0,10,189.277182
9.0,9,189.293696
9.0,9,189.310176
8.0,8,189.324902
10.0,10,189.343261
9.0,9,189.359803
10.0,10,189.378193
10.0,10,189.396574
9.0,9,189.413101
9.0,9,189.42962
9.0,9,189.447029
10.0,10,189.465518
9.0,9,189.482264
10.0,10,189.500757
10.0,10,189.519323
9.0,9,189.535907
9.0,9,189.552414
10.0,10,189.570777
8.0,8,189.585446
8.0,8,189.600232
8.0,8,189.614922
9.0,9,189.631442
9.0,9,189.647982
11.0,11,189.668183
10.0,10,189.686511
10.0,10,189.7049
10.0,10,189.72324
10.0,10,189.741605
8.0,8,189.756315
9.0,9,189.772815
9.0,9,189.789329
10.0,10,189.807659
10.0,10,189.826026
10.0,10,189.844326
10.0,10,189.862677
10.0,10,189.881001
10.0,10,189.89933
9.0,9,189.915854
9.0,9,189.932379
8.0,8,189.947045
9.0,9,189.964774
10.0,10,189.984636
10.0,10,190.004569
10.0,10,190.024479
9.0,9,190.042078
11.0,11,190.062884
9.0,9,190.079832
9.0,9,190.097352
10.0,10,190.116985
10.0,10,190.136018
10.0,10,190.154903
10.0,10,190.173724
10.0,10,190.19327
10.0,10,190.211841
8.0,8,190.226748
9.0,9,190.244243
10.0,10,190.263764
10.0,10,190.283327
9.0,9,190.300177
9.0,9,190.317041
9.0,9,190.333905
10.0,10,190.352852
9.0,9,190.370768
8.0,8,190.386573
8.0,8,190.401844
9.0,9,190.419119
10.0,10,190.43862
9.0,9,190.45652
10.0,10,190.47713
9.0,9,190.495682
9.0,9,193.234668
9.0,9,193.252085
10.0,10,193.270138
8.0,8,193.284577
9.0,9,193.30079
8.0,8,193.315229
10.0,10,193.333259
10.0,10,193.351267
9.0,9,193.367484
10.0,10,193.385516
10.0,10,193.403572
10.0,10,193.421559
9.0,9,193.437836
9.0,9,193.45424
8.0,8,193.468709
8.0,8,193.483148
10.0,10,193.501239
10.0,10,193.519391
10.0,10,193.537415
9.0,9,193.553649
8.0,8,193.568062
9.0,9,193.584591
10.0,10,193.602684
9.0,9,193.619771
10.0,10,193.638666
11.0,11,193.659262
9.0,9,193.675816
9.0,9,193.692485
9.0,9,193.709097
10.0,10,193.727478
9.0,9,193.744086
9.0,9,193.760653
9.0,9,193.77808
10.0,10,193.796699
10.0,10,193.815889
10.0,10,193.835905
10.0,10,193.857585
9.0,9,193.876822
10.0,10,193.896754
8.0,8,193.91259
9.0,9,193.931167
9.0,9,193.949366
9.0,9,193.966163
9.0,9,193.982801
10.0,10,194.00136
8.0,8,194.016215
10.0,10,194.035798
10.0,10,194.0554
9.0,9,194.072251
11.0,11,194.09413
9.0,9,194.11357
8.0,8,194.129775
9.0,9,194.147865
10.0,10,194.167675
10.0,10,194.188197
8.0,8,194.204033
10.0,10,194.22244
10.0,10,194.240861
10.0,10,194.259242
9.0,9,194.275812
8.0,8,194.29049
10.0,10,194.308882
10.0,10,194.327178
9.0,9,194.343445
10.0,10,194.361488
9.0,9,194.377698
9.0,9,194.393921
9.0,9,194.410137
9.0,9,194.426412
9.0,9,194.442712
10.0,10,194.460806
10.0,10,194.478826
9.0,9,194.495241
9.0,9,194.51165
10.0,10,194.52974
9.0,9,194.545959
9.0,9,194.562233
9.0,9,194.578601
9.0,9,194.595216
8.0,8,194.610105
10.0,10,194.628897
10.0,10,194.648017
9.0,9,194.66479
9.0,9,194.681231
8.0,8,194.69581
11.0,11,194.715854
9.0,9,194.732327
9.0,9,194.748671
9.0,9,194.765146
9.0,9,194.781888
10.0,10,194.800686
9.0,9,194.818032
9.0,9,194.835333
8.0,8,194.850662
10.0,10,194.869784
9.0,9,194.887056
8.0,8,194.901743
8.0,8,194.916697
9.0,9,194.933772
11.0,11,194.954085
9.0,9,194.970634
10.0,10,194.989047
10.0,10,195.007234
10.0,10,195.025472
8.0,8,195.040242
10.0,10,195.05856
9.0,9,195.074941
10.0,10,195.093326
10.0,10,195.111627
10.0,10,195.129858
9.0,9,195.146368
10.0,10,195.16463
10.0,10,195.183028
8.0,8,195.197785
9.0,9,195.21441
9.0,9,195.231554
11.0,11,195.252225
8.0,8,195.266927
8.0,8,195.281651
9.0,9,195.298331
9.0,9,195.31493
10.0,10,195.333382
10.0,10,195.351946
11.0,11,195.372441
9.0,9,195.389522
9.0,9,195.406608
9.0,9,195.424085
10.0,10,195.443466
11.0,11,195.463941
10.0,10,195.483282
9.0,9,195.500531
9.0,9,195.517834
9.0,9,195.535833
9.0,9,195.552741
9.0,9,195.569523
9.0,9,195.586936
8.0,8,195.602264
8.0,8,195.617189
9.0,9,195.633957
9.0,9,195.650518
10.0,10,195.668887
9.0,9,195.685313
10.0,10,195.703525
10.0,10,195.721967
9.0,9,195.738409
10.0,10,195.75682
9.0,9,195.773265
10.0,10,195.791518
9.0,9,195.80792
10.0,10,195.826192
9.0,9,195.842674
9.0,9,195.859263
9.0,9,195.875664
8.0,8,195.890795
10.0,10,195.909649
9.0,9,195.926662
9.0,9,195.943432
8.0,8,195.958216
11.0,11,195.978422
9.0,9,195.995089
10.0,10,196.013811
9.0,9,196.030415
8.0,8,196.045315
11.0,11,196.065723
9.0,9,196.082585
10.0,10,196.102614
9.0,9,196.125241
9.0,9,196.146589
9.0,9,196.164478
9.0,9,196.181648
9.0,9,196.199167
9.0,9,196.216229
9.0,9,196.233178
10.0,10,196.252018
10.0,10,196.270876
9.0,9,196.287629
10.0,10,196.306382
9.0,9,196.323251
10.0,10,196.342
9.0,9,196.358905
9.0,9,196.375682
10.0,10,196.39549
9.0,9,196.412978
10.0,10,196.432625
11.0,11,196.454424
9.0,9,196.473122
8.0,8,196.489825
10.0,10,196.509787
9.0,9,196.527586
9.0,9,196.545594
10.0,10,196.565409
10.0,10,196.586056
9.0,9,196.603901
10.0,10,196.623557
9.0,9,196.641611
10.0,10,196.66165
9.0,9,196.679502
10.0,10,196.69924
10.0,10,196.718618
10.0,10,196.738495
9.0,9,196.756224
9.0,9,196.773648
9.0,9,196.791446
11.0,11,196.812866
10.0,10,196.832542
11.0,11,196.854183
9.0,9,196.871635
8.0,8,196.887457
9.0,9,196.90513
10.0,10,196.924582
8.0,8,196.9405
8.0,8,196.956237
10.0,10,196.975624
10.0,10,196.995457
10.0,10,197.01482
10.0,10,197.034019
9.0,9,197.051547
9.0,9,197.069244
10.0,10,197.088693
10.0,10,197.107692
9.0,9,199.827575
9.0,9,199.844944
9.0,9,199.861733
10.0,10,199.880502
11.0,11,199.901096
10.0,10,199.920012
8.0,8,199.93552
10.0,10,199.955329
9.0,9,199.97315
8.0,8,199.988976
10.0,10,200.008751
9.0,9,200.026552
9.0,9,200.044424
9.0,9,200.062245
9.0,9,200.080035
9.0,9,200.097955
10.0,10,200.118124
10.0,10,200.13834
8.0,8,200.154465
8.0,8,200.170637
9.0,9,200.188797
10.0,10,200.208946
10.0,10,200.229174
11.0,11,200.251183
10.0,10,200.270986
9.0,9,200.288792
11.0,11,200.310792
9.0,9,200.328778
10.0,10,200.348779
10.0,10,200.368797
10.0,10,200.388745
9.0,9,200.406798
10.0,10,200.426765
8.0,8,200.442798
8.0,8,200.459208
10.0,10,200.479766
10.0,10,200.499749
10.0,10,200.519768
9.0,9,200.537358
10.0,10,200.556097
8.0,8,200.571113
9.0,9,200.588096
9.0,9,200.605396
10.0,10,200.624594
10.0,10,200.644294
9.0,9,200.661761
8.0,8,200.677785
10.0,10,200.697504
8.0,8,200.713268
8.0,8,200.728824
8.0,8,200.744375
9.0,9,200.761816
11.0,11,200.783717
9.0,9,200.801471
8.0,8,200.817775
9.0,9,200.837189
10.0,10,200.858339
9.0,9,200.877033
10.0,10,200.897193
10.0,10,200.916614
9.0,9,200.933969
9.0,9,200.951214
10.0,10,200.970246
10.0,10,200.989558
8.0,8,201.005354
10.0,10,201.024664
9.0,9,201.042481
10.0,10,201.062248
9.0,9,201.079883
8.0,8,201.095474
10.0,10,201.114678
10.0,10,201.133716
8.0,8,201.148863
10.0,10,201.167363
9.0,9,201.184152
8.0,8,201.198876
10.0,10,201.217356
9.0,9,201.233769
11.0,11,201.253856
9.0,9,201.270285
10.0,10,201.288797
9.0,9,201.305524
9.0,9,201.322285
9.0,9,201.338957
10.0,10,201.35742
9.0,9,201.374085
10.0,10,201.393112
10.0,10,201.411632
9.0,9,201.4284
10.0,10,201.446959
9.0,9,201.463645
8.0,8,201.478705
10.0,10,201.497196
10.0,10,201.515289
10.0,10,201.533375
10.0,10,201.551475
9.0,9,201.567792
10.0,10,201.585877
11.0,11,201.605937
11.0,11,201.625838
10.0,10,201.643919
10.0,10,201.662085
10.0,10,201.680537
9.0,9,201.697434
10.0,10,201.715914
10.0,10,201.734205
9.0,9,201.750607
9.0,9,201.76712
9.0,9,201.7836
8.0,8,201.798264
8.0,8,201.812856
10.0,10,201.831595
9.0,9,201.84837
9.0,9,201.865452
8.0,8,201.880722
9.0,9,201.898313
8.0,8,201.913338
10.0,10,201.931923
10.0,10,201.950587
10.0,10,201.969533
9.0,9,201.986943
8.0,8,202.002069
10.0,10,202.020756
10.0,10,202.039324
10.0,10,202.057842
9.0,9,202.074556
10.0,10,202.093175
9.0,9,202.110092
9.0,9,202.126693
9.0,9,202.143329
9.0,9,202.160019
10.0,10,202.178532
9.0,9,202.195285
10.0,10,202.214081
9.0,9,202.230569
11.0,11,202.250548
10.0,10,202.268718
10.0,10,202.287307
8.0,8,202.301895
10.0,10,202.320074
9.0,9,202.336414
9.0,9,202.352772
10.0,10,202.370979
9.0,9,202.387562
10.0,10,202.405732
10.0,10,202.42395
8.0,8,202.438523
11.0,11,202.458587
8.0,8,202.473416
9.0,9,202.490086
10.0,10,202.508387
9.0,9,202.524909
11.0,11,202.54489
9.0,9,202.561246
9.0,9,202.577762
10.0,10,202.5965
9.0,9,202.612895
10.0,10,202.631095
9.0,9,202.647422
9.0,9,202.66378
10.0,10,202.682123
10.0,10,202.700339
9.0,9,202.716732
9.0,9,202.733079
9.0,9,202.749407
10.0,10,202.767742
10.0,10,202.78617
9.0,9,202.802546
9.0,9,202.818922
10.0,10,202.837125
10.0,10,202.855232
9.0,9,202.871845
9.0,9,202.88934
9.0,9,202.906054
9.0,9,202.922715
9.0,9,202.939438
10.0,10,202.958004
9.0,9,202.974717
9.0,9,202.991679
9.0,9,203.008309
9.0,9,203.024927
9.0,9,203.041932
9.0,9,203.058632
10.0,10,203.076992
8.0,8,203.092874
9.0,9,203.110234
10.0,10,203.128891
9.0,9,203.14566
10.0,10,203.164401
8.0,8,203.179406
9.0,9,203.196506
10.0,10,203.214849
9.0,9,203.231143
8.0,8,203.245643
9.0,9,203.261926
10.0,10,203.280247
9.0,9,203.297131
9.0,9,203.313755
8.0,8,203.328554
9.0,9,203.345175
8.0,8,203.359933
9.0,9,203.376541
10.0,10,203.39498
10.0,10,203.413422
10.0,10,203.43188
10.0,10,203.450359
9.0,9,203.467129
10.0,10,203.485523
10.0,10,203.505078
8.0,8,203.521093
9.0,9,203.538463
8.0,8,203.5538
8.0,8,203.569015
10.0,10,203.588429
9.0,9,203.605304
10.0,10,203.623824
8.0,8,203.63853
8.0,8,203.653129
10.0,10,203.671534
8.0,8,206.420078
9.0,9,206.437202
10.0,10,206.455419
8.0,8,206.470174
9.0,9,206.487259
10.0,10,206.50636
9.0,9,206.522809
9.0,9,206.539109
10.0,10,206.557503
10.0,10,206.575956
9.0,9,206.592526
10.0,10,206.610807
9.0,9,206.627168
9.0,9,206.643454
10.0,10,206.661551
9.0,9,206.677942
10.0,10,206.696242
9.0,9,206.71262
10.0,10,206.730732
10.0,10,206.748858
9.0,9,206.765153
11.0,11,206.785244
10.0,10,206.803458
10.0,10,206.821715
9.0,9,206.83822
10.0,10,206.85646
10.0,10,206.87484
9.0,9,206.891179
9.0,9,206.907814
9.0,9,206.924408
9.0,9,206.94136
10.0,10,206.959803
9.0,9,206.976438
10.0,10,206.994651
10.0,10,207.013034
9.0,9,207.029616
10.0,10,207.047975
9.0,9,207.06439
10.0,10,207.082568
9.0,9,207.099167
8.0,8,207.114115
10.0,10,207.132337
8.0,8,207.146915
10.0,10,207.165144
9.0,9,207.181514
9.0,9,207.198209
10.0,10,207.21661
10.0,10,207.234779
10.0,10,207.252984
10.0,10,207.271268
9.0,9,207.287629
9.0,9,207.304111
9.0,9,207.320685
10.0,10,207.338853
8.0,8,207.353367
9.0,9,207.369734
10.0,10,207.388146
9.0,9,207.404717
10.0,10,207.423227
9.0,9,207.439773
9.0,9,207.456388
10.0,10,207.474913
9.0,9,207.49159
10.0,10,207.510911
9.0,9,207.52833
10.0,10,207.547641
8.0,8,207.56375
9.0,9,207.58164
10.0,10,207.601418
10.0,10,207.621919
10.0,10,207.641595
11.0,11,207.663243
9.0,9,207.68092
8.0,8,207.69672
10.0,10,207.716322
10.0,10,207.735961
10.0,10,207.755585
8.0,8,207.771304
9.0,9,207.789028
10.0,10,207.808572
9.0,9,207.826257
9.0,9,207.844928
10.0,10,207.865562
8.0,8,207.881742
9.0,9,207.900917
8.0,8,207.91712
8.0,8,207.933527
8.0,8,207.949431
9.0,9,207.967857
10.0,10,207.988432
9.0,9,208.006209
9.0,9,208.023891
10.0,10,208.043563
9.0,9,208.06134
8.0,8,208.077537
9.0,9,208.095894
9.0,9,208.114459
9.0,9,208.132691
9.0,9,208.15284
8.0,8,208.170623
9.0,9,208.189721
10.0,10,208.210684
10.0,10,208.230445
9.0,9,208.248116
10.0,10,208.267488
10.0,10,208.287019
9.0,9,208.30451
10.0,10,208.324652
9.0,9,208.342643
9.0,9,208.360718
8.0,8,208.376557
9.0,9,208.394315
9.0,9,208.411666
10.0,10,208.431592
10.0,10,208.451596
10.0,10,208.471716
10.0,10,208.491529
9.0,9,208.509211
9.0,9,208.526612
10.0,10,208.546233
9.0,9,208.563777
10.0,10,208.582863
10.0,10,208.602251
8.0,8,208.617758
10.0,10,208.637586
9.0,9,208.655445
9.0,9,208.673138
10.0,10,208.693033
9.0,9,208.711782
8.0,8,208.727909
9.0,9,208.745384
10.0,10,208.764418
9.0,9,208.781554
9.0,9,208.798842
9.0,9,208.816162
9.0,9,208.833477
10.0,10,208.85393
10.0,10,208.874003
8.0,8,208.889833
10.0,10,208.90979
10.0,10,208.929871
9.0,9,208.947685
9.0,9,208.965282
9.0,9,208.982615
10.0,10,209.002242
9.0,9,209.019826
9.0,9,209.037471
10.0,10,209.056863
9.0,9,209.074029
9.0,9,209.09112
9.0,9,209.108285
10.0,10,209.12816
8.0,8,209.143891
10.0,10,209.162679
8.0,8,209.177834
9.0,9,209.195351
8.0,8,209.210322
9.0,9,209.227061
10.0,10,209.245564
10.0,10,209.264149
9.0,9,209.280848
10.0,10,209.299416
9.0,9,209.316173
10.0,10,209.335127
9.0,9,209.352232
8.0,8,209.367404
9.0,9,209.384555
9.0,9,209.401639
9.0,9,209.418707
10.0,10,209.437801
9.0,9,209.454882
9.0,9,209.472074
8.0,8,209.487372
10.0,10,209.506608
9.0,9,209.523767
10.0,10,209.542778
9.0,9,209.559944
9.0,9,209.577098
9.0,9,209.594303
11.0,11,209.614537
9.0,9,209.631408
10.0,10,209.649949
9.0,9,209.666512
9.0,9,209.683322
11.0,11,209.703775
9.0,9,209.720946
8.0,8,209.736031
10.0,10,209.754643
9.0,9,209.771456
10.0,10,209.790109
9.0,9,209.806869
9.0,9,209.824011
9.0,9,209.841355
10.0,10,209.860036
10.0,10,209.879077
8.0,8,209.894081
9.0,9,209.910962
9.0,9,209.92837
10.0,10,209.947131
10.0,10,209.965931
10.0,10,209.984592
9.0,9,210.001385
9.0,9,210.018184
10.0,10,210.036792
10.0,10,210.055416
9.0,9,210.072188
9.0,9,210.088927
10.0,10,210.107597
10.0,10,210.126232
10.0,10,210.144742
9.0,9,210.161486
10.0,10,210.180111
10.0,10,210.198624
9.0,9,210.215261
8.0,8,210.229984
10.0,10,210.24837
10.0,10,210.266682
10.0,10,210.285179
10.0,10,210.303504
8.0,8,210.318289
10.0,10,213.047857
10.0,10,213.067012
10.0,10,213.086185
9.0,9,213.104236
9.0,9,213.121386
9.0,9,213.138451
9.0,9,213.155561
8.0,8,213.170801
10.0,10,213.190761
9.0,9,213.208313
10.0,10,213.226902
8.0,8,213.241742
9.0,9,213.258467
10.0,10,213.276984
10.0,10,213.295488
8.0,8,213.310328
9.0,9,213.327034
11.0,11,213.347362
10.0,10,213.365877
10.0,10,213.384557
10.0,10,213.40307
9.0,9,213.419881
9.0,9,213.436722
10.0,10,213.455426
8.0,8,213.47048
9.0,9,213.487435
9.0,9,213.504268
10.0,10,213.522779
10.0,10,213.541453
10.0,10,213.560237
10.0,10,213.578953
10.0,10,213.597638
9.0,9,213.614472
10.0,10,213.633122
10.0,10,213.651652
10.0,10,213.67017
11.0,11,213.691234
9.0,9,213.707762
10.0,10,213.726094
8.0,8,213.740848
9.0,9,213.757398
9.0,9,213.773755
9.0,9,213.790145
10.0,10,213.808495
10.0,10,213.826874
9.0,9,213.843433
10.0,10,213.861828
8.0,8,213.876392
9.0,9,213.892848
10.0,10,213.911312
10.0,10,213.929776
10.0,10,213.948314
10.0,10,213.966787
9.0,9,213.983428
9.0,9,213.999933
10.0,10,214.018488
10.0,10,214.036991
11.0,11,214.057395
10.0,10,214.075813
9.0,9,214.092646
9.0,9,214.109371
9.0,9,214.125924
10.0,10,214.14437
11.0,11,214.164831
9.0,9,214.181813
9.0,9,214.200035
10.0,10,214.218636
9.0,9,214.235206
9.0,9,214.251827
9.0,9,214.268263
10.0,10,214.286562
8.0,8,214.30129
10.0,10,214.319692
10.0,10,214.338168
10.0,10,214.356677
11.0,11,214.376847
9.0,9,214.393289
10.0,10,214.411672
11.0,11,214.432108
10.0,10,214.450598
10.0,10,214.469065
10.0,10,214.487753
10.0,10,214.506327
10.0,10,214.524708
10.0,10,214.543161
9.0,9,214.560651
10.0,10,214.580344
11.0,11,214.601273
11.0,11,214.621469
10.0,10,214.639776
10.0,10,214.658087
10.0,10,214.676464
10.0,10,214.694772
9.0,9,214.711538
10.0,10,214.729939
10.0,10,214.748289
8.0,8,214.763685
8.0,8,214.779271
10.0,10,214.798709
10.0,10,214.817625
11.0,11,214.838269
10.0,10,214.857025
9.0,9,214.873783
10.0,10,214.892507
8.0,8,214.907506
10.0,10,214.926706
9.0,9,214.944114
10.0,10,214.963595
10.0,10,214.983153
8.0,8,214.998885
10.0,10,215.018495
9.0,9,215.036152
10.0,10,215.055659
10.0,10,215.075197
10.0,10,215.094532
9.0,9,215.111154
10.0,10,215.129492
9.0,9,215.146078
9.0,9,215.162669
9.0,9,215.17937
9.0,9,215.195959
11.0,11,215.216074
10.0,10,215.234381
10.0,10,215.252739
10.0,10,215.272261
9.0,9,215.289502
10.0,10,215.308484
9.0,9,215.325359
10.0,10,215.343953
9.0,9,215.360697
10.0,10,215.379424
9.0,9,215.396234
9.0,9,215.41314
9.0,9,215.430556
10.0,10,215.449508
10.0,10,215.469054
9.0,9,215.486823
10.0,10,215.506575
9.0,9,215.524786
10.0,10,215.544624
9.0,9,215.561911
10.0,10,215.581409
10.0,10,215.600572
10.0,10,215.619063
9.0,9,215.63582
9.0,9,215.653459
10.0,10,215.673134
10.0,10,215.691788
10.0,10,215.710279
11.0,11,215.730709
10.0,10,215.749327
9.0,9,215.76615
10.0,10,215.784917
10.0,10,215.80365
9.0,9,215.820578
9.0,9,215.837483
8.0,8,215.852647
9.0,9,215.86958
10.0,10,215.889297
10.0,10,215.909347
9.0,9,215.926856
10.0,10,215.945826
10.0,10,215.964281
10.0,10,215.983316
9.0,9,215.999947
8.0,8,216.014662
9.0,9,216.031484
10.0,10,216.050471
9.0,9,216.067601
10.0,10,216.086389
10.0,10,216.105267
9.0,9,216.122183
9.0,9,216.139087
10.0,10,216.157955
9.0,9,216.174855
10.0,10,216.193758
10.0,10,216.213327
8.0,8,216.22808
9.0,9,216.244636
9.0,9,216.261803
8.0,8,216.27714
10.0,10,216.296287
10.0,10,216.315152
9.0,9,216.332227
9.0,9,216.349257
9.0,9,216.366232
9.0,9,216.383254
10.0,10,216.402094
9.0,9,216.419094
10.0,10,216.437745
10.0,10,216.456367
10.0,10,216.475165
9.0,9,216.492601
10.0,10,216.511752
8.0,8,216.526789
8.0,8,216.541642
9.0,9,216.558352
10.0,10,216.576939
9.0,9,216.593715
9.0,9,216.610368
8.0,8,216.624998
10.0,10,216.64333
9.0,9,216.659821
10.0,10,216.678102
10.0,10,216.696359
9.0,9,216.71283
10.0,10,216.731136
8.0,8,216.745762
9.0,9,216.76224
11.0,11,216.78237
9.0,9,216.799245
10.0,10,216.817741
10.0,10,216.836216
9.0,9,216.853019
10.0,10,216.871528
9.0,9,219.622488
9.0,9,219.639916
9.0,9,219.65623
8.0,8,219.670715
8.0,8,219.685224
9.0,9,219.701998
10.0,10,219.72014
8.0,8,219.734976
9.0,9,219.751299
10.0,10,219.769432
10.0,10,219.787507
9.0,9,219.803797
10.0,10,219.822036
10.0,10,219.84018
10.0,10,219.858507
8.0,8,219.87307
9.0,9,219.890107
10.0,10,219.909707
10.0,10,219.928411
8.0,8,219.943515
9.0,9,219.960316
10.0,10,219.979187
9.0,9,219.996224
10.0,10,220.014367
9.0,9,220.030736
10.0,10,220.049244
10.0,10,220.068734
9.0,9,220.086667
10.0,10,220.106497
10.0,10,220.124953
10.0,10,220.143397
10.0,10,220.161965
9.0,9,220.178602
11.0,11,220.199362
8.0,8,220.214008
10.0,10,220.231678
10.0,10,220.249383
8.0,8,220.263849
9.0,9,220.280665
10.0,10,220.299612
9.0,9,220.31649
8.0,8,220.331445
10.0,10,220.350124
9.0,9,220.367033
10.0,10,220.385839
9.0,9,220.402973
9.0,9,220.41988
10.0,10,220.438547
9.0,9,220.455413
10.0,10,220.475046
10.0,10,220.494359
11.0,11,220.516232
9.0,9,220.533225
9.0,9,220.550276
10.0,10,220.569235
9.0,9,220.585694
10.0,10,220.604127
9.0,9,220.621261
10.0,10,220.64069
10.0,10,220.65987
10.0,10,220.67999
9.0,9,220.697368
10.0,10,220.715857
9.0,9,220.732497
10.0,10,220.750985
10.0,10,220.76958
9.0,9,220.786425
11.0,11,220.806798
8.0,8,220.821647
10.0,10,220.840274
10.0,10,220.859138
10.0,10,220.878546
10.0,10,220.897237
8.0,8,220.912145
10.0,10,220.930516
9.0,9,220.947374
11.0,11,220.968002
9.0,9,220.985182
10.0,10,221.004523
